Nombre;Traduction_soussou
469;k̀ɛḿɛ náání tòngó sénní nŭn sólómánáání
470;k̀ɛḿɛ náání tòngó sólófèré
471;k̀ɛḿɛ náání tòngó sólófèré nŭn kérén
472;k̀ɛḿɛ náání tòngó sólófèré nŭn ̀fírín
473;k̀ɛḿɛ náání tòngó sólófèré nŭn sàxán
474;k̀ɛḿɛ náání tòngó sólófèré nŭn náání
475;k̀ɛḿɛ náání tòngó sólófèré nŭn súlí
476;k̀ɛḿɛ náání tòngó sólófèré nŭn sénní
477;k̀ɛḿɛ náání tòngó sólófèré nŭn sólófèré
478;k̀ɛḿɛ náání tòngó sólófèré nŭn sólómásàxán
479;k̀ɛḿɛ náání tòngó sólófèré nŭn sólómánáání
480;k̀ɛḿɛ náání tòngó sólómásàxán
481;k̀ɛḿɛ náání tòngó sólómásàxán nŭn kérén
482;k̀ɛḿɛ náání tòngó sólómásàxán nŭn ̀fírín
483;k̀ɛḿɛ náání tòngó sólómásàxán nŭn sàxán
484;k̀ɛḿɛ náání tòngó sólómásàxán nŭn náání
485;k̀ɛḿɛ náání tòngó sólómásàxán nŭn súlí
486;k̀ɛḿɛ náání tòngó sólómásàxán nŭn sénní
487;k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólófèré
488;k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólómásàxán
489;k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólómánáání
490;k̀ɛḿɛ náání tòngó sólómánáání
491;k̀ɛḿɛ náání tòngó sólómánáání nŭn kérén
492;k̀ɛḿɛ náání tòngó sólómánáání nŭn ̀fírín
493;k̀ɛḿɛ náání tòngó sólómánáání nŭn sàxán
494;k̀ɛḿɛ náání tòngó sólómánáání nŭn náání
495;k̀ɛḿɛ náání tòngó sólómánáání nŭn súlí
496;k̀ɛḿɛ náání tòngó sólómánáání nŭn sénní
497;k̀ɛḿɛ náání tòngó sólómánáání nŭn sólófèré
498;k̀ɛḿɛ náání tòngó sólómánáání nŭn sólómásàxán
499;k̀ɛḿɛ náání tòngó sólómánáání nŭn sólómánáání
500;k̀ɛḿɛ súlí
501;k̀ɛḿɛ súlí kérén
502;k̀ɛḿɛ súlí ̀fírín
503;k̀ɛḿɛ súlí sàxán
504;k̀ɛḿɛ súlí náání
505;k̀ɛḿɛ súlí súlí
506;k̀ɛḿɛ súlí sénní
507;k̀ɛḿɛ súlí sólófèré
508;k̀ɛḿɛ súlí sólómásàxán
509;k̀ɛḿɛ súlí sólómánáání
510;k̀ɛḿɛ súlí fuú
511;k̀ɛḿɛ súlí fuú nŭn kérén
512;k̀ɛḿɛ súlí fuú nŭn ̀fírín
513;k̀ɛḿɛ súlí fuú nŭn sàxán
514;k̀ɛḿɛ súlí fuú nŭn náání
515;k̀ɛḿɛ súlí fuú nŭn súlí
516;k̀ɛḿɛ súlí fuú nŭn sénní
517;k̀ɛḿɛ súlí fuú nŭn sólófèré
518;k̀ɛḿɛ súlí fuú nŭn sólómásàxán
519;k̀ɛḿɛ súlí fuú nŭn sólómánáání
520;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ
521;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn kérén
522;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
523;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sàxán
524;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn náání
525;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn súlí
526;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sénní
527;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólófèré
528;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
529;k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
530;k̀ɛḿɛ súlí tòngó sàxán
531;k̀ɛḿɛ súlí tòngó sàxán nŭn kérén
532;k̀ɛḿɛ súlí tòngó sàxán nŭn ̀fírín
533;k̀ɛḿɛ súlí tòngó sàxán nŭn sàxán
534;k̀ɛḿɛ súlí tòngó sàxán nŭn náání
535;k̀ɛḿɛ súlí tòngó sàxán nŭn súlí
536;k̀ɛḿɛ súlí tòngó sàxán nŭn sénní
537;k̀ɛḿɛ súlí tòngó sàxán nŭn sólófèré
538;k̀ɛḿɛ súlí tòngó sàxán nŭn sólómásàxán
539;k̀ɛḿɛ súlí tòngó sàxán nŭn sólómánáání
540;k̀ɛḿɛ súlí tòngó náání
541;k̀ɛḿɛ súlí tòngó náání nŭn kérén
542;k̀ɛḿɛ súlí tòngó náání nŭn ̀fírín
543;k̀ɛḿɛ súlí tòngó náání nŭn sàxán
544;k̀ɛḿɛ súlí tòngó náání nŭn náání
545;k̀ɛḿɛ súlí tòngó náání nŭn súlí
546;k̀ɛḿɛ súlí tòngó náání nŭn sénní
547;k̀ɛḿɛ súlí tòngó náání nŭn sólófèré
548;k̀ɛḿɛ súlí tòngó náání nŭn sólómásàxán
549;k̀ɛḿɛ súlí tòngó náání nŭn sólómánáání
550;k̀ɛḿɛ súlí tòngó súlí
551;k̀ɛḿɛ súlí tòngó súlí nŭn kérén
552;k̀ɛḿɛ súlí tòngó súlí nŭn ̀fírín
553;k̀ɛḿɛ súlí tòngó súlí nŭn sàxán
554;k̀ɛḿɛ súlí tòngó súlí nŭn náání
555;k̀ɛḿɛ súlí tòngó súlí nŭn súlí
556;k̀ɛḿɛ súlí tòngó súlí nŭn sénní
557;k̀ɛḿɛ súlí tòngó súlí nŭn sólófèré
558;k̀ɛḿɛ súlí tòngó súlí nŭn sólómásàxán
559;k̀ɛḿɛ súlí tòngó súlí nŭn sólómánáání
560;k̀ɛḿɛ súlí tòngó sénní
561;k̀ɛḿɛ súlí tòngó sénní nŭn kérén
562;k̀ɛḿɛ súlí tòngó sénní nŭn ̀fírín
563;k̀ɛḿɛ súlí tòngó sénní nŭn sàxán
564;k̀ɛḿɛ súlí tòngó sénní nŭn náání
565;k̀ɛḿɛ súlí tòngó sénní nŭn súlí
566;k̀ɛḿɛ súlí tòngó sénní nŭn sénní
567;k̀ɛḿɛ súlí tòngó sénní nŭn sólófèré
568;k̀ɛḿɛ súlí tòngó sénní nŭn sólómásàxán
569;k̀ɛḿɛ súlí tòngó sénní nŭn sólómánáání
570;k̀ɛḿɛ súlí tòngó sólófèré
571;k̀ɛḿɛ súlí tòngó sólófèré nŭn kérén
572;k̀ɛḿɛ súlí tòngó sólófèré nŭn ̀fírín
573;k̀ɛḿɛ súlí tòngó sólófèré nŭn sàxán
574;k̀ɛḿɛ súlí tòngó sólófèré nŭn náání
575;k̀ɛḿɛ súlí tòngó sólófèré nŭn súlí
576;k̀ɛḿɛ súlí tòngó sólófèré nŭn sénní
577;k̀ɛḿɛ súlí tòngó sólófèré nŭn sólófèré
578;k̀ɛḿɛ súlí tòngó sólófèré nŭn sólómásàxán
579;k̀ɛḿɛ súlí tòngó sólófèré nŭn sólómánáání
580;k̀ɛḿɛ súlí tòngó sólómásàxán
581;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn kérén
582;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn ̀fírín
583;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sàxán
584;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn náání
585;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn súlí
586;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sénní
587;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólófèré
588;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólómásàxán
589;k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólómánáání
590;k̀ɛḿɛ súlí tòngó sólómánáání
591;k̀ɛḿɛ súlí tòngó sólómánáání nŭn kérén
592;k̀ɛḿɛ súlí tòngó sólómánáání nŭn ̀fírín
593;k̀ɛḿɛ súlí tòngó sólómánáání nŭn sàxán
594;k̀ɛḿɛ súlí tòngó sólómánáání nŭn náání
595;k̀ɛḿɛ súlí tòngó sólómánáání nŭn súlí
596;k̀ɛḿɛ súlí tòngó sólómánáání nŭn sénní
597;k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólófèré
598;k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólómásàxán
599;k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólómánáání
600;k̀ɛḿɛ sénní
601;k̀ɛḿɛ sénní kérén
602;k̀ɛḿɛ sénní ̀fírín
603;k̀ɛḿɛ sénní sàxán
604;k̀ɛḿɛ sénní náání
605;k̀ɛḿɛ sénní súlí
606;k̀ɛḿɛ sénní sénní
607;k̀ɛḿɛ sénní sólófèré
608;k̀ɛḿɛ sénní sólómásàxán
609;k̀ɛḿɛ sénní sólómánáání
610;k̀ɛḿɛ sénní fuú
611;k̀ɛḿɛ sénní fuú nŭn kérén
612;k̀ɛḿɛ sénní fuú nŭn ̀fírín
613;k̀ɛḿɛ sénní fuú nŭn sàxán
614;k̀ɛḿɛ sénní fuú nŭn náání
615;k̀ɛḿɛ sénní fuú nŭn súlí
616;k̀ɛḿɛ sénní fuú nŭn sénní
617;k̀ɛḿɛ sénní fuú nŭn sólófèré
618;k̀ɛḿɛ sénní fuú nŭn sólómásàxán
619;k̀ɛḿɛ sénní fuú nŭn sólómánáání
620;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ
621;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn kérén
622;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
623;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sàxán
624;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn náání
625;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn súlí
626;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sénní
627;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólófèré
628;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
629;k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
630;k̀ɛḿɛ sénní tòngó sàxán
631;k̀ɛḿɛ sénní tòngó sàxán nŭn kérén
632;k̀ɛḿɛ sénní tòngó sàxán nŭn ̀fírín
633;k̀ɛḿɛ sénní tòngó sàxán nŭn sàxán
634;k̀ɛḿɛ sénní tòngó sàxán nŭn náání
635;k̀ɛḿɛ sénní tòngó sàxán nŭn súlí
636;k̀ɛḿɛ sénní tòngó sàxán nŭn sénní
637;k̀ɛḿɛ sénní tòngó sàxán nŭn sólófèré
638;k̀ɛḿɛ sénní tòngó sàxán nŭn sólómásàxán
639;k̀ɛḿɛ sénní tòngó sàxán nŭn sólómánáání
640;k̀ɛḿɛ sénní tòngó náání
641;k̀ɛḿɛ sénní tòngó náání nŭn kérén
642;k̀ɛḿɛ sénní tòngó náání nŭn ̀fírín
643;k̀ɛḿɛ sénní tòngó náání nŭn sàxán
644;k̀ɛḿɛ sénní tòngó náání nŭn náání
645;k̀ɛḿɛ sénní tòngó náání nŭn súlí
646;k̀ɛḿɛ sénní tòngó náání nŭn sénní
647;k̀ɛḿɛ sénní tòngó náání nŭn sólófèré
648;k̀ɛḿɛ sénní tòngó náání nŭn sólómásàxán
649;k̀ɛḿɛ sénní tòngó náání nŭn sólómánáání
650;k̀ɛḿɛ sénní tòngó súlí
651;k̀ɛḿɛ sénní tòngó súlí nŭn kérén
652;k̀ɛḿɛ sénní tòngó súlí nŭn ̀fírín
653;k̀ɛḿɛ sénní tòngó súlí nŭn sàxán
654;k̀ɛḿɛ sénní tòngó súlí nŭn náání
655;k̀ɛḿɛ sénní tòngó súlí nŭn súlí
656;k̀ɛḿɛ sénní tòngó súlí nŭn sénní
657;k̀ɛḿɛ sénní tòngó súlí nŭn sólófèré
658;k̀ɛḿɛ sénní tòngó súlí nŭn sólómásàxán
659;k̀ɛḿɛ sénní tòngó súlí nŭn sólómánáání
660;k̀ɛḿɛ sénní tòngó sénní
661;k̀ɛḿɛ sénní tòngó sénní nŭn kérén
662;k̀ɛḿɛ sénní tòngó sénní nŭn ̀fírín
663;k̀ɛḿɛ sénní tòngó sénní nŭn sàxán
664;k̀ɛḿɛ sénní tòngó sénní nŭn náání
665;k̀ɛḿɛ sénní tòngó sénní nŭn súlí
666;k̀ɛḿɛ sénní tòngó sénní nŭn sénní
667;k̀ɛḿɛ sénní tòngó sénní nŭn sólófèré
668;k̀ɛḿɛ sénní tòngó sénní nŭn sólómásàxán
669;k̀ɛḿɛ sénní tòngó sénní nŭn sólómánáání
670;k̀ɛḿɛ sénní tòngó sólófèré
671;k̀ɛḿɛ sénní tòngó sólófèré nŭn kérén
672;k̀ɛḿɛ sénní tòngó sólófèré nŭn ̀fírín
673;k̀ɛḿɛ sénní tòngó sólófèré nŭn sàxán
674;k̀ɛḿɛ sénní tòngó sólófèré nŭn náání
675;k̀ɛḿɛ sénní tòngó sólófèré nŭn súlí
676;k̀ɛḿɛ sénní tòngó sólófèré nŭn sénní
677;k̀ɛḿɛ sénní tòngó sólófèré nŭn sólófèré
678;k̀ɛḿɛ sénní tòngó sólófèré nŭn sólómásàxán
679;k̀ɛḿɛ sénní tòngó sólófèré nŭn sólómánáání
680;k̀ɛḿɛ sénní tòngó sólómásàxán
681;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn kérén
682;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn ̀fírín
683;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn sàxán
684;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn náání
685;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn súlí
686;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn sénní
687;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn sólófèré
688;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn sólómásàxán
689;k̀ɛḿɛ sénní tòngó sólómásàxán nŭn sólómánáání
690;k̀ɛḿɛ sénní tòngó sólómánáání
691;k̀ɛḿɛ sénní tòngó sólómánáání nŭn kérén
692;k̀ɛḿɛ sénní tòngó sólómánáání nŭn ̀fírín
693;k̀ɛḿɛ sénní tòngó sólómánáání nŭn sàxán
694;k̀ɛḿɛ sénní tòngó sólómánáání nŭn náání
695;k̀ɛḿɛ sénní tòngó sólómánáání nŭn súlí
696;k̀ɛḿɛ sénní tòngó sólómánáání nŭn sénní
697;k̀ɛḿɛ sénní tòngó sólómánáání nŭn sólófèré
698;k̀ɛḿɛ sénní tòngó sólómánáání nŭn sólómásàxán
699;k̀ɛḿɛ sénní tòngó sólómánáání nŭn sólómánáání
700;k̀ɛḿɛ sólófèré
701;k̀ɛḿɛ sólófèré kérén
702;k̀ɛḿɛ sólófèré ̀fírín
703;k̀ɛḿɛ sólófèré sàxán
704;k̀ɛḿɛ sólófèré náání
705;k̀ɛḿɛ sólófèré súlí
706;k̀ɛḿɛ sólófèré sénní
707;k̀ɛḿɛ sólófèré sólófèré
708;k̀ɛḿɛ sólófèré sólómásàxán
709;k̀ɛḿɛ sólófèré sólómánáání
710;k̀ɛḿɛ sólófèré fuú
711;k̀ɛḿɛ sólófèré fuú nŭn kérén
712;k̀ɛḿɛ sólófèré fuú nŭn ̀fírín
713;k̀ɛḿɛ sólófèré fuú nŭn sàxán
714;k̀ɛḿɛ sólófèré fuú nŭn náání
715;k̀ɛḿɛ sólófèré fuú nŭn súlí
716;k̀ɛḿɛ sólófèré fuú nŭn sénní
717;k̀ɛḿɛ sólófèré fuú nŭn sólófèré
718;k̀ɛḿɛ sólófèré fuú nŭn sólómásàxán
719;k̀ɛḿɛ sólófèré fuú nŭn sólómánáání
720;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ
721;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn kérén
722;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
723;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn sàxán
724;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn náání
725;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn súlí
726;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn sénní
727;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn sólófèré
728;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
729;k̀ɛḿɛ sólófèré m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
730;k̀ɛḿɛ sólófèré tòngó sàxán
731;k̀ɛḿɛ sólófèré tòngó sàxán nŭn kérén
732;k̀ɛḿɛ sólófèré tòngó sàxán nŭn ̀fírín
733;k̀ɛḿɛ sólófèré tòngó sàxán nŭn sàxán
734;k̀ɛḿɛ sólófèré tòngó sàxán nŭn náání
735;k̀ɛḿɛ sólófèré tòngó sàxán nŭn súlí
736;k̀ɛḿɛ sólófèré tòngó sàxán nŭn sénní
737;k̀ɛḿɛ sólófèré tòngó sàxán nŭn sólófèré
738;k̀ɛḿɛ sólófèré tòngó sàxán nŭn sólómásàxán
739;k̀ɛḿɛ sólófèré tòngó sàxán nŭn sólómánáání
740;k̀ɛḿɛ sólófèré tòngó náání
741;k̀ɛḿɛ sólófèré tòngó náání nŭn kérén
742;k̀ɛḿɛ sólófèré tòngó náání nŭn ̀fírín
743;k̀ɛḿɛ sólófèré tòngó náání nŭn sàxán
744;k̀ɛḿɛ sólófèré tòngó náání nŭn náání
745;k̀ɛḿɛ sólófèré tòngó náání nŭn súlí
746;k̀ɛḿɛ sólófèré tòngó náání nŭn sénní
747;k̀ɛḿɛ sólófèré tòngó náání nŭn sólófèré
748;k̀ɛḿɛ sólófèré tòngó náání nŭn sólómásàxán
749;k̀ɛḿɛ sólófèré tòngó náání nŭn sólómánáání
750;k̀ɛḿɛ sólófèré tòngó súlí
751;k̀ɛḿɛ sólófèré tòngó súlí nŭn kérén
752;k̀ɛḿɛ sólófèré tòngó súlí nŭn ̀fírín
753;k̀ɛḿɛ sólófèré tòngó súlí nŭn sàxán
754;k̀ɛḿɛ sólófèré tòngó súlí nŭn náání
755;k̀ɛḿɛ sólófèré tòngó súlí nŭn súlí
756;k̀ɛḿɛ sólófèré tòngó súlí nŭn sénní
757;k̀ɛḿɛ sólófèré tòngó súlí nŭn sólófèré
758;k̀ɛḿɛ sólófèré tòngó súlí nŭn sólómásàxán
759;k̀ɛḿɛ sólófèré tòngó súlí nŭn sólómánáání
760;k̀ɛḿɛ sólófèré tòngó sénní
761;k̀ɛḿɛ sólófèré tòngó sénní nŭn kérén
762;k̀ɛḿɛ sólófèré tòngó sénní nŭn ̀fírín
763;k̀ɛḿɛ sólófèré tòngó sénní nŭn sàxán
764;k̀ɛḿɛ sólófèré tòngó sénní nŭn náání
765;k̀ɛḿɛ sólófèré tòngó sénní nŭn súlí
766;k̀ɛḿɛ sólófèré tòngó sénní nŭn sénní
767;k̀ɛḿɛ sólófèré tòngó sénní nŭn sólófèré
768;k̀ɛḿɛ sólófèré tòngó sénní nŭn sólómásàxán
769;k̀ɛḿɛ sólófèré tòngó sénní nŭn sólómánáání
770;k̀ɛḿɛ sólófèré tòngó sólófèré
771;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn kérén
772;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn ̀fírín
773;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn sàxán
774;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn náání
775;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn súlí
776;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn sénní
777;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn sólófèré
778;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn sólómásàxán
779;k̀ɛḿɛ sólófèré tòngó sólófèré nŭn sólómánáání
780;k̀ɛḿɛ sólófèré tòngó sólómásàxán
781;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn kérén
782;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn ̀fírín
783;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn sàxán
784;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn náání
785;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn súlí
786;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn sénní
787;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn sólófèré
788;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn sólómásàxán
789;k̀ɛḿɛ sólófèré tòngó sólómásàxán nŭn sólómánáání
790;k̀ɛḿɛ sólófèré tòngó sólómánáání
791;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn kérén
792;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn ̀fírín
793;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sàxán
794;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn náání
795;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn súlí
796;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sénní
797;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sólófèré
798;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sólómásàxán
799;k̀ɛḿɛ sólófèré tòngó sólómánáání nŭn sólómánáání
800;k̀ɛḿɛ sólómásàxán
801;k̀ɛḿɛ sólómásàxán kérén
802;k̀ɛḿɛ sólómásàxán ̀fírín
803;k̀ɛḿɛ sólómásàxán sàxán
804;k̀ɛḿɛ sólómásàxán náání
805;k̀ɛḿɛ sólómásàxán súlí
806;k̀ɛḿɛ sólómásàxán sénní
807;k̀ɛḿɛ sólómásàxán sólófèré
808;k̀ɛḿɛ sólómásàxán sólómásàxán
809;k̀ɛḿɛ sólómásàxán sólómánáání
810;k̀ɛḿɛ sólómásàxán fuú
811;k̀ɛḿɛ sólómásàxán fuú nŭn kérén
812;k̀ɛḿɛ sólómásàxán fuú nŭn ̀fírín
813;k̀ɛḿɛ sólómásàxán fuú nŭn sàxán
814;k̀ɛḿɛ sólómásàxán fuú nŭn náání
815;k̀ɛḿɛ sólómásàxán fuú nŭn súlí
816;k̀ɛḿɛ sólómásàxán fuú nŭn sénní
817;k̀ɛḿɛ sólómásàxán fuú nŭn sólófèré
818;k̀ɛḿɛ sólómásàxán fuú nŭn sólómásàxán
819;k̀ɛḿɛ sólómásàxán fuú nŭn sólómánáání
820;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ
821;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn kérén
822;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
823;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sàxán
824;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn náání
825;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn súlí
826;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sénní
827;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sólófèré
828;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
829;k̀ɛḿɛ sólómásàxán m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
830;k̀ɛḿɛ sólómásàxán tòngó sàxán
831;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn kérén
832;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn ̀fírín
833;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sàxán
834;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn náání
835;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn súlí
836;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sénní
837;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sólófèré
838;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sólómásàxán
839;k̀ɛḿɛ sólómásàxán tòngó sàxán nŭn sólómánáání
840;k̀ɛḿɛ sólómásàxán tòngó náání
841;k̀ɛḿɛ sólómásàxán tòngó náání nŭn kérén
842;k̀ɛḿɛ sólómásàxán tòngó náání nŭn ̀fírín
843;k̀ɛḿɛ sólómásàxán tòngó náání nŭn sàxán
844;k̀ɛḿɛ sólómásàxán tòngó náání nŭn náání
845;k̀ɛḿɛ sólómásàxán tòngó náání nŭn súlí
846;k̀ɛḿɛ sólómásàxán tòngó náání nŭn sénní
847;k̀ɛḿɛ sólómásàxán tòngó náání nŭn sólófèré
848;k̀ɛḿɛ sólómásàxán tòngó náání nŭn sólómásàxán
849;k̀ɛḿɛ sólómásàxán tòngó náání nŭn sólómánáání
850;k̀ɛḿɛ sólómásàxán tòngó súlí
851;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn kérén
852;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn ̀fírín
853;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sàxán
854;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn náání
855;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn súlí
856;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sénní
857;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sólófèré
858;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sólómásàxán
859;k̀ɛḿɛ sólómásàxán tòngó súlí nŭn sólómánáání
860;k̀ɛḿɛ sólómásàxán tòngó sénní
861;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn kérén
862;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn ̀fírín
863;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sàxán
864;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn náání
865;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn súlí
866;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sénní
867;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sólófèré
868;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sólómásàxán
869;k̀ɛḿɛ sólómásàxán tòngó sénní nŭn sólómánáání
870;k̀ɛḿɛ sólómásàxán tòngó sólófèré
871;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn kérén
872;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn ̀fírín
873;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sàxán
874;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn náání
875;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn súlí
876;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sénní
877;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sólófèré
878;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sólómásàxán
879;k̀ɛḿɛ sólómásàxán tòngó sólófèré nŭn sólómánáání
880;k̀ɛḿɛ sólómásàxán tòngó sólómásàxán
881;k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn kérén
882;k̀ɛḿɛ sólómásàxán tòngó sólómásàxán nŭn ̀fírín
